subscriber_id,signup_date,plan,payment_method,age,gender,country,device_primary,churned_30d
S004750,2023-10-18,basic,debit_card,34.0,M,IE,tv,0
S004751,2024-02-17,basic,credit_card,30.0,F,UK,mobile,0
S004752,2026-01-19,standard,credit_card,27.0,F,UK,tv,0
S004753,2022-04-17,standard,debit_card,44.0,F,UK,tv,0
S004754,2022-06-17,standard,debit_card,16.0,F,UK,tablet,0
S004755,2021-06-16,premium,paypal,51.0,F,UK,tv,0
S004756,2025-03-20,standard,credit_card,45.0,M,IE,mobile,0
S004757,2026-05-21,standard,debit_card,27.0,F,UK,tablet,0
S004758,2024-01-18,premium,debit_card,29.0,F,IE,mobile,0
S004759,2023-10-18,basic,paypal,39.0,F,UK,mobile,0
S004760,2026-01-19,premium,credit_card,39.0,other,UK,tv,0
S004761,2025-08-19,standard,credit_card,27.0,F,UK,tablet,0
S004762,2026-03-21,standard,credit_card,16.0,M,UK,tv,0
S004763,2025-10-19,premium,voucher,57.0,F,UK,mobile,0
S004764,2024-06-18,standard,credit_card,44.0,,UK,tablet,0
S004765,2023-11-18,standard,paypal,35.0,F,UK,tablet,0
S004766,2026-01-19,basic,debit_card,35.0,M,UK,tv,0
S004767,2023-01-17,standard,paypal,40.0,F,UK,tv,0
S004768,2025-04-19,standard,credit_card,42.0,F,UK,laptop,0
S004769,2023-10-18,basic,debit_card,16.0,M,IE,laptop,0
S004770,2025-10-19,standard,voucher,30.0,F,IE,mobile,0
S004771,2026-03-21,standard,credit_card,,M,UK,tv,0
S004772,2024-01-18,standard,debit_card,32.0,M,UK,mobile,0
S004773,2026-02-18,basic,voucher,42.0,M,UK,laptop,0
S004774,2025-06-19,standard,credit_card,16.0,F,UK,tv,0
S004775,2026-05-21,basic,paypal,19.0,F,UK,tablet,0
S004776,2026-01-19,basic,credit_card,26.0,M,IE,mobile,0
S004777,2023-11-18,standard,credit_card,35.0,F,UK,tablet,0
S004778,2025-09-19,basic,credit_card,43.0,F,UK,tv,0
S004779,2023-12-18,basic,paypal,51.0,,UK,tv,0
S004780,2023-12-18,standard,credit_card,30.0,other,UK,tv,0
S004781,2023-12-18,basic,debit_card,43.0,M,UK,laptop,0
S004782,2024-08-18,premium,debit_card,41.0,F,UK,mobile,0
S004783,2026-02-18,premium,credit_card,39.0,F,IE,mobile,0
S004784,2025-04-19,standard,credit_card,33.0,F,UK,laptop,0
S004785,2024-08-18,premium,credit_card,29.0,M,UK,tv,0
S004786,2023-03-19,premium,credit_card,22.0,M,UK,laptop,0
S004787,2024-03-19,basic,debit_card,21.0,,UK,tv,0
S004788,2024-01-18,standard,debit_card,37.0,F,UK,tv,0
S004789,2024-05-19,basic,paypal,33.0,F,UK,mobile,0
S004790,2026-01-19,standard,debit_card,29.0,F,UK,laptop,0
S004791,2025-10-19,standard,voucher,41.0,F,UK,tablet,1
S004792,2025-06-19,basic,paypal,31.0,M,UK,tv,0
S004793,2025-05-20,basic,voucher,23.0,M,IE,laptop,0
S004794,2025-06-19,premium,credit_card,31.0,M,UK,tablet,0
S004795,2026-01-19,basic,credit_card,43.0,M,UK,tablet,0
S004796,2023-08-18,basic,debit_card,22.0,F,UK,mobile,0
S004797,2025-10-19,basic,debit_card,36.0,M,UK,mobile,0
S004798,2025-12-19,standard,paypal,33.0,F,UK,tv,0
S004799,2025-11-19,premium,debit_card,25.0,M,UK,mobile,0
S004800,2024-08-18,standard,voucher,30.0,F,UK,tv,0
S004801,2024-10-18,standard,credit_card,16.0,M,UK,mobile,0
S004802,2025-08-19,basic,debit_card,35.0,M,UK,mobile,0
S004803,2024-05-19,basic,debit_card,18.0,F,UK,mobile,0
S004804,2025-08-19,standard,credit_card,45.0,M,UK,tablet,0
S004805,2023-01-17,premium,paypal,32.0,F,UK,mobile,0
S004806,2021-06-16,standard,debit_card,27.0,M,UK,mobile,0
S004807,2025-11-19,standard,credit_card,46.0,F,UK,tv,0
S004808,2024-08-18,standard,debit_card,22.0,M,UK,tv,0
S004809,2023-03-19,standard,debit_card,25.0,M,UK,tv,0
S004810,2025-06-19,standard,paypal,,F,UK,tv,0
S004811,2024-02-17,standard,debit_card,48.0,F,UK,mobile,0
S004812,2025-10-19,standard,debit_card,54.0,F,UK,mobile,0
S004813,2025-05-20,standard,credit_card,16.0,M,UK,laptop,0
S004814,2026-03-21,premium,credit_card,25.0,F,UK,tv,0
S004815,2026-01-19,standard,credit_card,34.0,M,UK,tv,0
S004816,2025-03-20,basic,debit_card,28.0,F,UK,tablet,0
S004817,2026-04-20,basic,credit_card,33.0,F,IE,tv,0
S004818,2025-12-19,standard,debit_card,32.0,M,UK,mobile,1
S004819,2025-07-20,standard,voucher,38.0,M,UK,tablet,0
S004820,2023-10-18,standard,voucher,23.0,F,UK,mobile,0
S004821,2026-04-20,standard,credit_card,36.0,F,UK,tv,0
S004822,2026-05-21,basic,paypal,21.0,F,UK,tv,0
S004823,2022-04-17,standard,voucher,29.0,M,UK,laptop,0
S004824,2024-12-18,standard,debit_card,16.0,F,UK,laptop,0
S004825,2025-07-20,standard,credit_card,29.0,M,UK,tablet,0
S004826,2025-07-20,standard,credit_card,27.0,other,UK,tv,0
S004827,2025-10-19,basic,credit_card,44.0,F,UK,mobile,0
S004828,2026-02-18,standard,paypal,33.0,F,UK,tablet,0
S004829,2023-11-18,premium,credit_card,35.0,F,UK,tv,1
S004830,2022-05-18,premium,credit_card,33.0,F,UK,laptop,0
S004831,2025-01-18,standard,paypal,16.0,M,UK,laptop,0
S004832,2022-10-17,basic,paypal,16.0,F,UK,tv,0
S004833,2025-06-19,standard,credit_card,,M,UK,tv,0
S004834,2026-04-20,standard,debit_card,37.0,M,UK,tv,0
S004835,2023-08-18,basic,debit_card,31.0,M,UK,mobile,0
S004836,2026-04-20,premium,credit_card,24.0,M,UK,mobile,0
S004837,2024-08-18,basic,debit_card,31.0,M,UK,mobile,0
S004838,2025-03-20,basic,paypal,30.0,F,UK,mobile,0
S004839,2025-12-19,basic,credit_card,42.0,M,UK,tv,0
S004840,2025-07-20,basic,credit_card,41.0,M,IE,tv,0
S004841,2021-06-16,premium,paypal,27.0,M,UK,mobile,1
S004842,2024-11-18,standard,voucher,33.0,F,IE,mobile,0
S004843,2023-06-18,basic,debit_card,37.0,F,UK,laptop,0
S004844,2026-01-19,standard,credit_card,38.0,F,UK,tv,0
S004845,2024-06-18,standard,credit_card,52.0,F,UK,tablet,0
S004846,2025-03-20,basic,credit_card,33.0,F,IE,tv,0
S004847,2026-03-21,basic,credit_card,46.0,M,UK,tablet,0
S004848,2025-09-19,standard,debit_card,21.0,F,UK,tv,0
S004849,2021-09-16,basic,credit_card,26.0,M,IE,mobile,0
S004850,2025-04-19,premium,credit_card,16.0,M,UK,mobile,0
S004851,2023-12-18,basic,debit_card,35.0,F,UK,tablet,0
S004852,2026-01-19,standard,credit_card,41.0,M,UK,tv,1
S004853,2023-12-18,premium,credit_card,16.0,,UK,tv,0
S004854,2025-01-18,basic,debit_card,,M,UK,mobile,0
S004855,2023-03-19,basic,credit_card,40.0,F,UK,mobile,0
S004856,2025-10-19,premium,debit_card,40.0,M,UK,tv,0
S004857,2025-06-19,standard,credit_card,20.0,F,IE,tv,0
S004858,2023-06-18,standard,credit_card,42.0,F,UK,tablet,0
S004859,2024-07-19,basic,debit_card,34.0,M,UK,tv,0
S004860,2025-08-19,basic,debit_card,40.0,M,UK,tv,0
S004861,2026-03-21,standard,credit_card,32.0,F,UK,tv,0
S004862,2026-03-21,premium,paypal,38.0,M,UK,mobile,0
S004863,2021-06-16,basic,paypal,46.0,M,UK,laptop,0
S004864,2025-06-19,premium,debit_card,31.0,other,UK,tablet,0
S004865,2025-07-20,standard,credit_card,37.0,F,UK,tablet,0
S004866,2025-04-19,basic,credit_card,47.0,M,UK,mobile,0
S004867,2021-06-16,basic,paypal,32.0,F,UK,tv,0
S004868,2025-11-19,basic,credit_card,21.0,M,UK,laptop,0
S004869,2025-02-17,standard,credit_card,41.0,F,UK,tv,0
S004870,2026-02-18,standard,credit_card,49.0,M,UK,tablet,0
S004871,2025-12-19,standard,credit_card,48.0,M,IE,tv,0
S004872,2026-05-21,basic,credit_card,41.0,M,UK,mobile,0
S004873,2025-12-19,standard,credit_card,16.0,other,UK,laptop,0
S004874,2025-05-20,standard,paypal,27.0,M,UK,tablet,0
S004875,2025-12-19,standard,credit_card,27.0,F,UK,laptop,0
S004876,2024-12-18,standard,paypal,34.0,F,UK,tablet,0
S004877,2026-05-21,basic,debit_card,52.0,F,UK,mobile,0
S004878,2025-10-19,standard,credit_card,22.0,M,IE,mobile,0
S004879,2026-03-21,standard,paypal,58.0,F,UK,mobile,0
S004880,2025-12-19,standard,debit_card,29.0,F,UK,tv,0
S004881,2026-05-21,basic,debit_card,25.0,M,UK,mobile,0
S004882,2025-09-19,standard,credit_card,43.0,M,UK,tv,0
S004883,2024-07-19,standard,debit_card,44.0,other,UK,laptop,0
S004884,2025-09-19,basic,paypal,41.0,M,UK,tablet,0
S004885,2026-03-21,premium,voucher,25.0,F,UK,tv,0
S004886,2024-02-17,premium,debit_card,39.0,F,UK,mobile,0
S004887,2024-11-18,basic,debit_card,22.0,M,UK,tablet,0
S004888,2024-08-18,standard,paypal,25.0,M,UK,laptop,0
S004889,2026-04-20,standard,credit_card,32.0,M,IE,tv,0
S004890,2024-12-18,premium,debit_card,24.0,F,UK,mobile,0
S004891,2025-08-19,basic,paypal,45.0,F,UK,tv,0
S004892,2024-09-18,basic,credit_card,27.0,F,UK,tablet,0
S004893,2022-03-18,standard,credit_card,31.0,F,UK,laptop,0
S004894,2024-09-18,basic,credit_card,24.0,F,UK,tv,0
S004895,2025-10-19,standard,credit_card,45.0,M,UK,tv,0
S004896,2026-03-21,standard,paypal,26.0,M,UK,tv,0
S004897,2025-06-19,basic,debit_card,46.0,M,UK,mobile,0
S004898,2026-04-20,standard,paypal,,M,UK,tv,0
S004899,2025-04-19,premium,paypal,29.0,M,UK,tablet,0
S004900,2026-02-18,premium,credit_card,34.0,F,IE,mobile,1
S004901,2026-02-18,standard,paypal,28.0,M,IE,mobile,0
S004902,2026-02-18,basic,credit_card,40.0,M,UK,tablet,0
S004903,2023-11-18,basic,paypal,31.0,F,UK,tablet,0
S004904,2024-02-17,premium,debit_card,29.0,F,UK,tv,0
S004905,2025-04-19,standard,voucher,34.0,F,UK,tablet,0
S004906,2025-04-19,standard,paypal,16.0,M,UK,mobile,0
S004907,2021-06-16,premium,credit_card,33.0,M,UK,tv,1
S004908,2023-07-19,basic,debit_card,41.0,M,UK,tv,0
S004909,2022-12-17,standard,credit_card,35.0,M,UK,tablet,0
S004910,2024-12-18,basic,debit_card,44.0,M,UK,tv,0
S004911,2026-05-21,basic,credit_card,29.0,F,UK,tv,0
S004912,2024-05-19,standard,debit_card,28.0,F,UK,mobile,0
S004913,2025-07-20,standard,paypal,21.0,M,UK,laptop,0
S004914,2026-04-20,premium,credit_card,29.0,M,UK,tablet,0
S004915,2025-08-19,basic,credit_card,55.0,F,UK,tablet,0
S004916,2023-12-18,premium,credit_card,37.0,F,UK,tv,0
S004917,2025-12-19,standard,credit_card,27.0,F,UK,tablet,0
S004918,2026-03-21,standard,credit_card,22.0,F,UK,mobile,1
S004919,2026-03-21,premium,debit_card,16.0,F,UK,laptop,0
S004920,2026-05-21,standard,debit_card,24.0,F,IE,mobile,0
S004921,2023-02-16,standard,debit_card,42.0,M,UK,mobile,0
S004922,2024-04-18,basic,credit_card,29.0,F,UK,laptop,0
S004923,2022-01-16,basic,debit_card,23.0,F,UK,laptop,0
S004924,2024-03-19,premium,paypal,24.0,M,UK,tv,0
S004925,2024-09-18,standard,debit_card,41.0,F,UK,tv,0
S004926,2025-09-19,basic,debit_card,33.0,M,UK,mobile,0
S004927,2025-09-19,basic,debit_card,27.0,F,UK,tv,0
S004928,2025-04-19,standard,credit_card,30.0,M,UK,tv,0
S004929,2024-05-19,standard,credit_card,58.0,F,UK,tv,0
S004930,2026-01-19,basic,debit_card,47.0,M,UK,mobile,0
S004931,2024-11-18,standard,credit_card,50.0,F,UK,mobile,0
S004932,2025-10-19,standard,debit_card,16.0,F,UK,tv,0
S004933,2023-09-18,premium,debit_card,32.0,M,IE,mobile,0
S004934,2025-08-19,basic,credit_card,26.0,M,UK,mobile,0
S004935,2025-08-19,standard,debit_card,39.0,F,UK,laptop,0
S004936,2024-09-18,basic,credit_card,45.0,F,UK,tv,0
S004937,2025-01-18,standard,credit_card,37.0,F,UK,tablet,0
S004938,2024-11-18,standard,debit_card,24.0,M,UK,laptop,0
S004939,2026-03-21,standard,debit_card,26.0,F,UK,mobile,0
S004940,2025-03-20,basic,paypal,,F,UK,mobile,0
S004941,2026-04-20,premium,paypal,41.0,F,UK,tv,0
S004942,2026-01-19,basic,debit_card,,M,UK,tv,1
S004943,2025-11-19,standard,credit_card,35.0,M,UK,tv,0
S004944,2025-12-19,premium,credit_card,34.0,F,UK,mobile,0
S004945,2026-04-20,standard,credit_card,36.0,M,IE,laptop,0
S004946,2025-09-19,premium,credit_card,41.0,M,UK,tv,0
S004947,2025-07-20,standard,credit_card,40.0,F,UK,mobile,0
S004948,2023-09-18,premium,debit_card,34.0,M,UK,tablet,0
S004949,2023-11-18,standard,debit_card,33.0,F,UK,mobile,0
S004950,2022-06-17,standard,credit_card,33.0,other,UK,mobile,0
S004951,2022-05-18,basic,debit_card,25.0,,UK,mobile,0
S004952,2024-10-18,standard,paypal,25.0,F,UK,mobile,0
S004953,2021-06-16,basic,credit_card,39.0,F,UK,tv,0
S004954,2025-11-19,premium,credit_card,26.0,F,UK,mobile,0
S004955,2025-11-19,basic,debit_card,42.0,F,UK,mobile,0
S004956,2026-03-21,basic,credit_card,33.0,F,UK,tv,0
S004957,2026-05-21,premium,credit_card,43.0,F,UK,mobile,0
S004958,2026-04-20,basic,debit_card,41.0,M,UK,mobile,0
S004959,2026-04-20,standard,debit_card,43.0,M,UK,mobile,0
S004960,2021-06-16,standard,paypal,28.0,M,UK,mobile,0
S004961,2025-04-19,basic,credit_card,38.0,F,UK,mobile,0
S004962,2025-12-19,basic,paypal,42.0,F,UK,tablet,0
S004963,2025-11-19,standard,credit_card,16.0,other,UK,tv,0
S004964,2026-02-18,basic,credit_card,52.0,F,UK,mobile,0
S004965,2025-07-20,basic,credit_card,58.0,F,UK,mobile,0
S004966,2025-09-19,basic,credit_card,44.0,F,UK,mobile,0
S004967,2023-02-16,standard,paypal,42.0,M,UK,tablet,0
S004968,2021-06-16,basic,credit_card,40.0,F,UK,tablet,0
S004969,2025-12-19,basic,credit_card,30.0,M,UK,tv,1
S004970,2024-03-19,standard,debit_card,32.0,F,UK,mobile,0
S004971,2025-02-17,standard,credit_card,44.0,F,UK,tv,0
S004972,2024-10-18,basic,debit_card,23.0,M,UK,tablet,0
S004973,2025-08-19,basic,paypal,22.0,F,IE,laptop,0
S004974,2023-07-19,premium,credit_card,29.0,F,UK,mobile,0
S004975,2024-01-18,standard,credit_card,41.0,F,UK,tv,0
S004976,2025-01-18,standard,debit_card,24.0,F,UK,tv,0
S004977,2025-03-20,standard,paypal,31.0,M,UK,tv,0
S004978,2026-03-21,basic,paypal,32.0,F,UK,mobile,0
S004979,2026-01-19,premium,paypal,,M,UK,laptop,1
S004980,2025-12-19,premium,debit_card,16.0,M,UK,mobile,0
S004981,2026-05-21,premium,debit_card,22.0,F,UK,laptop,0
S004982,2025-09-19,basic,paypal,36.0,F,IE,tv,0
S004983,2025-02-17,basic,paypal,39.0,F,UK,tv,0
S004984,2024-01-18,basic,credit_card,39.0,M,UK,mobile,0
S004985,2026-05-21,basic,debit_card,40.0,,UK,tv,0
S004986,2025-04-19,basic,paypal,27.0,F,IE,tv,0
S004987,2022-06-17,standard,paypal,24.0,F,UK,tv,0
S004988,2025-11-19,basic,debit_card,38.0,M,UK,mobile,0
S004989,2026-04-20,premium,paypal,31.0,M,IE,tv,0
S004990,2024-03-19,basic,paypal,,F,UK,laptop,0
S004991,2025-08-19,basic,credit_card,38.0,F,UK,tablet,0
S004992,2024-11-18,premium,debit_card,48.0,M,UK,tablet,0
S004993,2025-11-19,standard,paypal,28.0,,UK,tv,0
S004994,2025-04-19,standard,debit_card,45.0,other,UK,tv,0
S004995,2022-01-16,standard,paypal,56.0,M,UK,mobile,0
S004996,2025-10-19,basic,credit_card,34.0,F,UK,tv,0
S004997,2024-05-19,basic,credit_card,39.0,other,UK,mobile,0
S004998,2024-12-18,standard,credit_card,23.0,M,UK,tv,0
S004999,2023-12-18,standard,credit_card,43.0,M,UK,mobile,0
S005000,2024-01-18,standard,debit_card,46.0,M,UK,mobile,0
S005001,2025-02-17,basic,debit_card,28.0,F,UK,mobile,0
S005002,2022-06-17,standard,credit_card,40.0,M,UK,tablet,0
S005003,2026-05-21,standard,debit_card,37.0,M,UK,tv,0
S005004,2026-04-20,basic,debit_card,38.0,M,UK,tv,0
S005005,2026-04-20,basic,credit_card,42.0,F,UK,mobile,1
S005006,2025-02-17,standard,debit_card,39.0,F,UK,tablet,0
S005007,2026-03-21,premium,debit_card,32.0,F,IE,tv,1
S005008,2025-04-19,standard,credit_card,43.0,F,UK,laptop,0
S005009,2025-01-18,standard,paypal,46.0,F,UK,tv,0
S005010,2025-02-17,standard,debit_card,27.0,F,UK,tv,0
S005011,2025-09-19,basic,debit_card,33.0,F,UK,mobile,0
S005012,2025-04-19,standard,credit_card,16.0,M,UK,tv,0
S005013,2024-09-18,basic,paypal,40.0,M,UK,mobile,0
S005014,2023-06-18,standard,credit_card,47.0,,UK,tv,0
S005015,2026-03-21,basic,paypal,31.0,F,IE,mobile,0
S005016,2023-10-18,basic,credit_card,35.0,F,UK,tv,0
S005017,2025-03-20,standard,credit_card,31.0,M,UK,tv,0
S005018,2026-04-20,standard,debit_card,29.0,M,UK,mobile,0
S005019,2025-08-19,standard,credit_card,36.0,F,UK,tablet,0
S005020,2025-07-20,standard,credit_card,25.0,other,UK,tablet,0
S005021,2025-05-20,premium,credit_card,,F,UK,tv,0
S005022,2025-04-19,premium,paypal,24.0,M,IE,laptop,0
S005023,2022-07-18,premium,debit_card,40.0,F,UK,tv,0
S005024,2025-05-20,standard,debit_card,36.0,M,UK,laptop,0
S005025,2025-03-20,standard,credit_card,29.0,F,UK,laptop,0
S005026,2026-03-21,standard,debit_card,34.0,F,UK,mobile,0
S005027,2025-06-19,standard,debit_card,31.0,F,UK,tv,0
S005028,2023-06-18,basic,credit_card,46.0,M,UK,laptop,0
S005029,2025-03-20,standard,credit_card,29.0,other,UK,mobile,0
S005030,2025-10-19,basic,debit_card,40.0,M,UK,tv,0
S005031,2026-02-18,basic,credit_card,26.0,M,UK,laptop,0
S005032,2025-11-19,premium,voucher,42.0,F,UK,mobile,0
S005033,2025-11-19,basic,credit_card,45.0,M,UK,mobile,0
S005034,2026-03-21,standard,credit_card,45.0,F,UK,mobile,0
S005035,2021-06-16,standard,credit_card,50.0,M,IE,laptop,0
S005036,2025-10-19,basic,debit_card,37.0,M,UK,mobile,0
S005037,2026-01-19,premium,credit_card,47.0,M,UK,laptop,0
S005038,2025-10-19,basic,credit_card,51.0,F,UK,tv,0
S005039,2026-02-18,premium,credit_card,21.0,M,UK,mobile,1
S005040,2023-12-18,standard,credit_card,27.0,other,UK,mobile,0
S005041,2025-09-19,basic,credit_card,17.0,F,UK,tv,0
S005042,2026-05-21,basic,debit_card,45.0,F,UK,tv,0
S005043,2025-07-20,basic,debit_card,17.0,F,UK,tv,0
S005044,2024-09-18,standard,credit_card,16.0,F,UK,tv,0
S005045,2026-05-21,basic,credit_card,21.0,M,UK,mobile,0
S005046,2025-09-19,premium,voucher,16.0,F,IE,tv,0
S005047,2024-10-18,basic,debit_card,36.0,M,IE,tablet,0
S005048,2026-03-21,premium,voucher,22.0,M,UK,laptop,1
S005049,2025-12-19,basic,credit_card,16.0,F,UK,mobile,0
S005050,2025-01-18,premium,debit_card,33.0,M,UK,tablet,0
S005051,2021-06-16,basic,credit_card,34.0,F,UK,mobile,0
S005052,2025-11-19,standard,paypal,16.0,other,UK,laptop,0
S005053,2023-01-17,standard,paypal,26.0,F,UK,tablet,0
S005054,2023-05-19,basic,debit_card,33.0,M,IE,tv,0
S005055,2025-07-20,premium,credit_card,30.0,M,UK,tablet,0
S005056,2025-07-20,basic,debit_card,30.0,M,UK,mobile,0
S005057,2026-04-20,standard,paypal,46.0,M,UK,tablet,1
S005058,2026-02-18,standard,debit_card,57.0,F,UK,tv,0
S005059,2026-04-20,standard,paypal,30.0,,UK,mobile,0
S005060,2021-06-16,basic,debit_card,19.0,F,UK,laptop,0
S005061,2024-05-19,basic,credit_card,31.0,F,UK,laptop,0
S005062,2025-10-19,basic,paypal,36.0,M,UK,tv,1
S005063,2025-10-19,basic,credit_card,33.0,M,UK,mobile,0
S005064,2024-11-18,basic,paypal,40.0,F,IE,tv,0
S005065,2021-09-16,premium,credit_card,58.0,M,UK,tablet,0
S005066,2025-03-20,standard,debit_card,16.0,M,UK,tv,0
S005067,2025-11-19,standard,credit_card,28.0,F,UK,laptop,0
S005068,2024-07-19,standard,credit_card,50.0,M,UK,mobile,0
S005069,2025-11-19,basic,paypal,28.0,M,UK,tv,0
S005070,2021-10-16,standard,debit_card,42.0,F,UK,tv,0
S005071,2025-09-19,basic,paypal,40.0,M,IE,mobile,0
S005072,2026-03-21,basic,debit_card,47.0,F,UK,mobile,1
S005073,2025-05-20,standard,credit_card,55.0,M,UK,mobile,0
S005074,2024-10-18,standard,credit_card,37.0,F,UK,mobile,0
S005075,2025-05-20,premium,debit_card,16.0,M,IE,mobile,0
S005076,2025-08-19,basic,credit_card,26.0,M,UK,tv,0
S005077,2025-07-20,standard,debit_card,58.0,M,UK,tv,0
S005078,2025-05-20,basic,credit_card,18.0,F,UK,tv,0
S005079,2024-07-19,basic,voucher,39.0,F,UK,tv,0
S005080,2026-05-21,standard,credit_card,16.0,F,UK,tablet,0
S005081,2024-06-18,basic,paypal,19.0,F,UK,tv,0
S005082,2026-02-18,standard,debit_card,43.0,M,UK,mobile,0
S005083,2026-04-20,standard,debit_card,34.0,F,UK,tv,0
S005084,2026-04-20,basic,debit_card,29.0,F,UK,tv,0
S005085,2025-03-20,premium,paypal,25.0,F,UK,tv,0
S005086,2022-08-17,standard,debit_card,16.0,,UK,tv,0
S005087,2026-04-20,premium,credit_card,41.0,F,UK,tv,0
S005088,2025-01-18,standard,credit_card,30.0,F,IE,laptop,0
S005089,2022-02-15,premium,paypal,17.0,F,UK,tv,0
S005090,2023-10-18,basic,debit_card,34.0,M,UK,mobile,0
S005091,2025-11-19,standard,debit_card,,M,UK,laptop,1
S005092,2024-01-18,standard,credit_card,31.0,M,UK,tv,0
S005093,2026-01-19,basic,paypal,35.0,F,UK,mobile,0
S005094,2022-01-16,standard,debit_card,34.0,M,IE,tablet,0
S005095,2026-05-21,premium,debit_card,26.0,F,UK,tv,0
S005096,2025-06-19,standard,paypal,34.0,M,UK,tv,0
S005097,2026-01-19,standard,debit_card,42.0,M,UK,tablet,0
S005098,2025-03-20,standard,credit_card,45.0,M,UK,tv,0
S005099,2026-05-21,premium,debit_card,42.0,,UK,tv,1
S005100,2025-10-19,premium,credit_card,26.0,M,IE,mobile,0
S005101,2024-08-18,standard,credit_card,40.0,F,UK,tv,0
S005102,2026-04-20,basic,debit_card,39.0,F,UK,laptop,0
S005103,2021-06-16,basic,credit_card,26.0,other,UK,laptop,0
S005104,2025-03-20,standard,debit_card,28.0,F,UK,laptop,0
S005105,2026-04-20,premium,debit_card,41.0,F,UK,tv,1
S005106,2025-12-19,standard,credit_card,49.0,F,UK,laptop,1
S005107,2024-02-17,basic,credit_card,16.0,M,UK,mobile,0
S005108,2026-04-20,basic,debit_card,52.0,F,UK,mobile,1
S005109,2024-06-18,standard,voucher,46.0,F,UK,tablet,0
S005110,2024-11-18,premium,credit_card,36.0,M,UK,tablet,0
S005111,2026-03-21,basic,credit_card,31.0,M,UK,mobile,0
S005112,2023-06-18,standard,voucher,38.0,F,IE,mobile,0
S005113,2023-07-19,standard,paypal,26.0,F,UK,mobile,0
S005114,2025-12-19,premium,paypal,32.0,M,UK,tv,0
S005115,2025-01-18,basic,credit_card,17.0,F,UK,tv,0
S005116,2024-11-18,premium,paypal,16.0,M,UK,mobile,0
S005117,2025-09-19,standard,paypal,59.0,M,UK,mobile,0
S005118,2026-04-20,standard,credit_card,34.0,F,UK,tablet,1
S005119,2025-02-17,basic,debit_card,36.0,,UK,tablet,0
S005120,2025-06-19,standard,credit_card,,F,UK,mobile,0
S005121,2025-06-19,standard,debit_card,24.0,F,UK,tv,0
S005122,2025-12-19,basic,debit_card,30.0,M,IE,mobile,0
S005123,2026-05-21,standard,credit_card,35.0,M,UK,tv,1
S005124,2024-01-18,standard,voucher,31.0,F,UK,tablet,0
S005125,2023-09-18,standard,paypal,25.0,F,UK,mobile,0
S005126,2024-07-19,basic,paypal,39.0,other,UK,laptop,0
S005127,2025-05-20,standard,credit_card,36.0,F,UK,tv,0
S005128,2025-05-20,basic,debit_card,38.0,F,UK,tablet,0
S005129,2025-09-19,premium,paypal,41.0,F,UK,mobile,0
S005130,2026-03-21,premium,credit_card,32.0,F,UK,tv,0
S005131,2022-02-15,basic,debit_card,32.0,M,UK,mobile,0
S005132,2026-01-19,basic,credit_card,50.0,M,UK,tv,0
S005133,2026-04-20,basic,debit_card,23.0,F,UK,tv,0
S005134,2026-01-19,standard,debit_card,16.0,other,IE,mobile,0
S005135,2025-10-19,premium,paypal,40.0,other,UK,tv,0
S005136,2025-09-19,standard,debit_card,27.0,other,UK,mobile,0
S005137,2025-07-20,basic,paypal,22.0,M,UK,mobile,0
S005138,2024-02-17,basic,credit_card,43.0,F,UK,tv,0
S005139,2021-06-16,basic,debit_card,32.0,M,UK,tv,0
S005140,2024-10-18,premium,paypal,20.0,F,UK,mobile,0
S005141,2021-08-16,standard,debit_card,55.0,F,IE,mobile,0
S005142,2026-01-19,standard,paypal,16.0,F,UK,mobile,0
S005143,2024-10-18,basic,debit_card,33.0,F,UK,tv,0
S005144,2026-02-18,premium,debit_card,16.0,M,UK,mobile,0
S005145,2024-09-18,basic,paypal,36.0,F,UK,tv,0
S005146,2026-03-21,premium,credit_card,26.0,M,IE,tv,0
S005147,2026-02-18,premium,paypal,43.0,F,IE,mobile,0
S005148,2026-02-18,standard,debit_card,33.0,M,UK,mobile,0
S005149,2025-07-20,premium,paypal,48.0,F,UK,tv,0
S005150,2024-06-18,basic,debit_card,29.0,M,UK,tv,0
S005151,2026-05-21,standard,debit_card,16.0,F,UK,mobile,0
S005152,2023-04-18,basic,credit_card,36.0,F,IE,mobile,0
S005153,2026-03-21,standard,paypal,31.0,,UK,mobile,0
S005154,2024-11-18,basic,debit_card,16.0,F,IE,tablet,0
S005155,2025-11-19,basic,debit_card,22.0,F,IE,tv,0
S005156,2026-04-20,basic,credit_card,25.0,F,UK,tablet,0
S005157,2025-12-19,basic,debit_card,51.0,M,UK,laptop,1
S005158,2026-03-21,standard,credit_card,41.0,,UK,laptop,0
S005159,2025-12-19,standard,debit_card,30.0,M,UK,tv,0
S005160,2026-05-21,basic,paypal,39.0,M,UK,laptop,0
S005161,2024-04-18,premium,debit_card,16.0,M,UK,tv,0
S005162,2024-04-18,premium,credit_card,27.0,F,UK,tv,0
S005163,2023-04-18,basic,paypal,38.0,M,UK,mobile,0
S005164,2024-04-18,standard,debit_card,35.0,F,UK,tv,0
S005165,2021-06-16,standard,credit_card,28.0,M,UK,tv,0
S005166,2026-05-21,standard,credit_card,33.0,M,UK,tv,0
S005167,2026-05-21,standard,paypal,37.0,F,UK,mobile,0
S005168,2026-03-21,standard,paypal,33.0,M,UK,mobile,0
