ticket_id,subscriber_id,ticket_date,category,resolved,resolution_days
T0005626,S004533,2026-05-24,billing,1,0.5
T0005627,S004536,2026-05-28,cancellation_intent,0,
T0005628,S004536,2026-06-18,billing,1,4.1
T0005629,S004537,2026-06-17,cancellation_intent,1,6.2
T0005630,S004538,2026-01-20,billing,1,0.5
T0005631,S004539,2026-05-15,other,0,
T0005632,S004542,2025-12-23,technical,1,
T0005633,S004543,2026-05-08,billing,1,3.4
T0005634,S004543,2026-05-21,technical,1,2.5
T0005635,S004544,2026-05-15,billing,0,
T0005636,S004544,2026-05-30,technical,1,0.5
T0005637,S004545,2025-12-29,cancellation_intent,0,
T0005638,S004545,2026-04-11,technical,0,
T0005639,S004547,2026-06-03,cancellation_intent,1,2.2
T0005640,S004549,2026-03-01,other,1,1.9
T0005641,S004549,2026-03-06,billing,1,6.6
T0005642,S004549,2026-03-10,technical,1,0.5
T0005643,S004549,2026-03-10,billing,1,0.6
T0005644,S004550,2026-03-22,technical,1,4.6
T0005645,S004551,2026-05-25,cancellation_intent,1,0.5
T0005646,S004552,2026-01-13,billing,1,0.5
T0005647,S004552,2026-01-15,cancellation_intent,1,0.5
T0005648,S004552,2026-06-06,content,0,
T0005649,S004554,2026-01-03,cancellation_intent,1,0.5
T0005650,S004554,2026-01-07,cancellation_intent,1,7.1
T0005651,S004555,2026-03-26,other,1,1.4
T0005652,S004555,2026-04-17,other,1,2.9
T0005653,S004558,2026-02-21,billing,0,
T0005654,S004559,2026-04-15,cancellation_intent,1,3.1
T0005655,S004560,2025-12-24,other,0,
T0005656,S004560,2026-01-08,cancellation_intent,1,0.5
T0005657,S004560,2026-04-04,cancellation_intent,0,
T0005658,S004560,2026-04-15,content,1,2.7
T0005659,S004560,2026-05-11,billing,0,
T0005660,S004562,2026-03-11,content,1,1.5
T0005661,S004562,2026-04-27,content,0,
T0005662,S004564,2026-01-19,content,1,2.1
T0005663,S004565,2026-05-18,technical,1,7.8
T0005664,S004567,2026-06-04,billing,1,0.5
T0005665,S004569,2026-05-20,technical,1,1.7
T0005666,S004571,2026-01-29,content,1,1.2
T0005667,S004572,2026-01-25,cancellation_intent,0,
T0005668,S004572,2026-04-27,billing,0,
T0005669,S004572,2026-05-12,cancellation_intent,1,0.5
T0005670,S004573,2026-02-20,content,1,0.7
T0005671,S004575,2026-06-03,content,1,3.2
T0005672,S004575,2026-06-08,cancellation_intent,1,2.4
T0005673,S004577,2026-03-09,technical,0,
T0005674,S004577,2026-06-10,billing,1,12.0
T0005675,S004581,2026-03-16,cancellation_intent,1,5.8
T0005676,S004581,2026-06-03,content,0,
T0005677,S004582,2026-04-18,other,1,0.5
T0005678,S004582,2026-04-18,other,1,1.0
T0005679,S004584,2025-12-30,other,0,
T0005680,S004584,2026-03-09,cancellation_intent,1,4.1
T0005681,S004585,2026-01-08,billing,1,1.3
T0005682,S004585,2026-02-12,billing,1,3.9
T0005683,S004585,2026-03-16,billing,1,
T0005684,S004585,2026-04-04,other,0,
T0005685,S004588,2026-02-09,technical,0,
T0005686,S004589,2026-05-15,billing,1,2.5
T0005687,S004590,2026-02-09,technical,1,0.5
T0005688,S004590,2026-02-24,technical,1,7.5
T0005689,S004590,2026-03-01,billing,1,1.2
T0005690,S004590,2026-04-16,cancellation_intent,1,5.6
T0005691,S004593,2026-02-26,other,1,
T0005692,S004593,2026-03-10,cancellation_intent,1,1.8
T0005693,S004594,2026-03-10,billing,1,2.5
T0005694,S004596,2026-02-03,other,1,4.6
T0005695,S004596,2026-02-25,other,1,1.3
T0005696,S004598,2026-06-04,other,1,2.0
T0005697,S004602,2026-01-04,billing,0,
T0005698,S004602,2026-01-12,content,0,
T0005699,S004602,2026-02-14,other,0,
T0005700,S004604,2026-01-22,other,1,2.1
T0005701,S004604,2026-03-24,billing,1,0.5
T0005702,S004605,2026-02-11,cancellation_intent,0,
T0005703,S004605,2026-03-20,cancellation_intent,1,4.4
T0005704,S004605,2026-06-09,billing,1,3.7
T0005705,S004605,2026-06-19,billing,1,1.5
T0005706,S004607,2026-01-23,content,0,
T0005707,S004607,2026-05-23,content,0,
T0005708,S004608,2026-02-15,technical,1,9.7
T0005709,S004609,2026-02-12,billing,1,2.1
T0005710,S004609,2026-05-26,other,1,1.0
T0005711,S004610,2026-01-17,content,1,1.0
T0005712,S004610,2026-03-20,cancellation_intent,1,0.5
T0005713,S004610,2026-03-21,content,1,
T0005714,S004611,2026-05-06,cancellation_intent,0,
T0005715,S004614,2026-02-03,other,1,0.5
T0005716,S004614,2026-05-22,cancellation_intent,1,3.2
T0005717,S004615,2026-05-31,billing,1,2.6
T0005718,S004616,2026-02-15,content,1,3.0
T0005719,S004616,2026-06-11,cancellation_intent,1,4.8
T0005720,S004617,2025-12-22,billing,1,0.5
T0005721,S004617,2026-02-05,technical,0,
T0005722,S004617,2026-06-18,technical,0,
T0005723,S004618,2026-02-11,technical,1,1.1
T0005724,S004619,2026-02-11,billing,1,2.4
T0005725,S004619,2026-03-04,cancellation_intent,1,3.5
T0005726,S004621,2026-01-14,billing,0,
T0005727,S004621,2026-02-17,cancellation_intent,1,7.8
T0005728,S004623,2026-04-11,other,1,7.8
T0005729,S004624,2025-12-29,other,1,3.6
T0005730,S004625,2026-05-30,billing,1,0.8
T0005731,S004626,2026-02-04,billing,0,
T0005732,S004626,2026-05-01,billing,1,1.8
T0005733,S004627,2026-01-16,cancellation_intent,0,
T0005734,S004628,2026-01-12,billing,1,0.9
T0005735,S004628,2026-01-28,billing,1,7.7
T0005736,S004628,2026-03-26,cancellation_intent,1,2.4
T0005737,S004629,2026-01-09,other,0,
T0005738,S004629,2026-03-06,other,0,
T0005739,S004629,2026-06-07,cancellation_intent,1,0.9
T0005740,S004629,2026-06-12,other,1,0.5
T0005741,S004635,2026-01-22,content,1,
T0005742,S004636,2026-01-11,other,1,8.2
T0005743,S004636,2026-04-01,content,1,1.4
T0005744,S004637,2026-04-17,technical,0,
T0005745,S004641,2026-05-29,cancellation_intent,1,2.1
T0005746,S004641,2026-06-12,content,1,0.6
T0005747,S004643,2026-01-09,other,1,3.2
T0005748,S004644,2026-05-22,billing,1,1.3
T0005749,S004645,2025-12-22,billing,0,
T0005750,S004645,2026-01-18,billing,1,5.4
T0005751,S004645,2026-04-17,cancellation_intent,0,
T0005752,S004645,2026-04-26,billing,0,
T0005753,S004645,2026-05-08,billing,1,1.2
T0005754,S004647,2026-01-17,other,1,4.5
T0005755,S004647,2026-01-27,content,0,
T0005756,S004647,2026-03-16,content,1,
T0005757,S004647,2026-05-08,technical,1,0.5
T0005758,S004648,2026-03-18,billing,0,
T0005759,S004648,2026-06-14,content,1,2.5
T0005760,S004651,2025-12-27,content,1,2.1
T0005761,S004651,2026-03-21,technical,1,5.3
T0005762,S004655,2026-04-04,other,0,
T0005763,S004656,2025-12-27,other,1,9.3
T0005764,S004656,2026-05-15,technical,1,2.1
T0005765,S004657,2026-01-12,other,1,
T0005766,S004663,2026-01-23,cancellation_intent,1,0.9
T0005767,S004663,2026-03-26,technical,1,4.1
T0005768,S004663,2026-06-11,other,1,1.3
T0005769,S004664,2026-03-21,cancellation_intent,1,6.5
T0005770,S004665,2026-01-27,cancellation_intent,1,
T0005771,S004665,2026-03-23,cancellation_intent,1,1.2
T0005772,S004667,2026-04-09,technical,1,0.8
T0005773,S004667,2026-04-28,content,1,1.4
T0005774,S004669,2026-01-18,technical,0,
T0005775,S004669,2026-01-30,technical,1,1.8
T0005776,S004669,2026-05-04,cancellation_intent,1,1.2
T0005777,S004673,2026-01-23,cancellation_intent,1,0.8
T0005778,S004673,2026-02-11,other,1,4.7
T0005779,S004674,2025-12-25,other,1,3.0
T0005780,S004677,2026-05-21,technical,1,2.0
T0005781,S004678,2026-04-23,other,0,
T0005782,S004680,2026-01-29,cancellation_intent,0,
T0005783,S004680,2026-05-01,other,1,1.2
T0005784,S004680,2026-05-05,cancellation_intent,1,0.5
T0005785,S004681,2025-12-29,cancellation_intent,1,1.0
T0005786,S004683,2026-02-12,cancellation_intent,0,
T0005787,S004684,2026-01-01,cancellation_intent,0,
T0005788,S004685,2025-12-25,billing,0,
T0005789,S004685,2026-01-02,billing,0,
T0005790,S004685,2026-02-25,content,0,
T0005791,S004685,2026-04-06,content,0,
T0005792,S004685,2026-06-17,cancellation_intent,1,0.5
T0005793,S004686,2026-01-26,billing,0,
T0005794,S004686,2026-02-07,content,1,1.1
T0005795,S004686,2026-03-25,cancellation_intent,0,
T0005796,S004686,2026-06-16,other,1,3.4
T0005797,S004689,2025-12-22,technical,1,
T0005798,S004689,2026-01-07,billing,1,3.0
T0005799,S004689,2026-03-22,technical,0,
T0005800,S004692,2026-01-30,technical,1,1.0
T0005801,S004693,2026-03-23,content,0,
T0005802,S004693,2026-05-13,other,0,
T0005803,S004695,2026-04-30,billing,1,2.9
T0005804,S004696,2026-03-07,technical,1,2.6
T0005805,S004696,2026-04-08,other,0,
T0005806,S004697,2026-03-27,technical,0,
T0005807,S004697,2026-05-12,other,1,1.1
T0005808,S004700,2026-02-09,billing,1,1.9
T0005809,S004700,2026-03-18,technical,1,3.5
T0005810,S004700,2026-04-19,billing,0,
T0005811,S004701,2026-01-13,billing,1,1.4
T0005812,S004701,2026-05-04,other,0,
T0005813,S004702,2026-02-03,cancellation_intent,1,2.2
T0005814,S004702,2026-04-11,billing,1,1.4
T0005815,S004704,2026-04-16,cancellation_intent,1,2.0
T0005816,S004705,2026-02-02,technical,1,0.5
T0005817,S004705,2026-02-25,other,1,1.5
T0005818,S004706,2026-03-19,technical,1,0.7
T0005819,S004707,2026-04-21,billing,0,
T0005820,S004708,2026-06-19,technical,1,1.2
T0005821,S004709,2025-12-22,technical,1,
T0005822,S004709,2026-02-15,other,1,0.5
T0005823,S004709,2026-03-27,billing,1,0.7
T0005824,S004710,2025-12-29,technical,1,
T0005825,S004710,2026-01-24,technical,1,3.4
T0005826,S004711,2026-02-06,technical,1,0.8
T0005827,S004714,2026-02-02,technical,1,0.5
T0005828,S004714,2026-03-12,content,1,3.9
T0005829,S004714,2026-03-20,other,0,
T0005830,S004714,2026-04-15,other,1,1.4
T0005831,S004715,2026-03-04,cancellation_intent,1,2.7
T0005832,S004715,2026-04-06,content,0,
T0005833,S004717,2026-04-25,technical,1,0.5
T0005834,S004717,2026-05-31,other,1,1.5
T0005835,S004717,2026-06-08,billing,0,
T0005836,S004718,2026-02-01,billing,0,
T0005837,S004718,2026-02-15,other,1,2.4
T0005838,S004718,2026-06-06,cancellation_intent,1,4.6
T0005839,S004719,2026-02-09,other,0,
T0005840,S004720,2026-01-19,billing,1,2.3
T0005841,S004720,2026-04-11,technical,0,
T0005842,S004721,2026-03-16,cancellation_intent,0,
T0005843,S004724,2026-02-05,content,1,0.5
T0005844,S004726,2026-01-25,technical,1,0.5
T0005845,S004728,2026-02-09,cancellation_intent,0,
T0005846,S004729,2026-02-11,billing,0,
T0005847,S004731,2026-03-30,billing,1,6.5
T0005848,S004733,2026-05-07,technical,0,
T0005849,S004733,2026-06-12,billing,1,2.4
T0005850,S004735,2026-02-28,content,1,0.5
T0005851,S004736,2026-05-14,cancellation_intent,1,2.5
T0005852,S004737,2026-05-26,technical,1,3.1
T0005853,S004738,2026-03-05,content,1,6.9
T0005854,S004739,2026-02-22,other,0,
T0005855,S004739,2026-03-18,technical,1,8.3
T0005856,S004740,2026-03-08,technical,1,2.4
T0005857,S004741,2026-01-11,cancellation_intent,1,3.4
T0005858,S004741,2026-01-15,cancellation_intent,1,0.7
T0005859,S004741,2026-05-06,cancellation_intent,1,2.2
T0005860,S004742,2026-02-19,billing,1,0.8
T0005861,S004742,2026-05-16,content,1,8.2
T0005862,S004743,2026-03-10,billing,1,0.5
T0005863,S004744,2026-04-16,cancellation_intent,1,2.5
T0005864,S004749,2026-01-09,content,1,
T0005865,S004749,2026-03-10,other,1,4.1
T0005866,S004749,2026-04-07,billing,0,
T0005867,S004750,2026-01-01,technical,1,1.0
T0005868,S004752,2026-03-10,cancellation_intent,1,2.8
T0005869,S004753,2026-05-01,billing,1,0.5
T0005870,S004757,2026-02-11,cancellation_intent,1,0.5
T0005871,S004757,2026-04-05,other,0,
T0005872,S004757,2026-05-24,cancellation_intent,1,1.3
T0005873,S004761,2026-06-02,technical,1,0.9
T0005874,S004762,2026-01-09,cancellation_intent,1,1.5
T0005875,S004762,2026-01-27,content,1,1.1
T0005876,S004763,2026-01-03,cancellation_intent,1,1.2
T0005877,S004763,2026-01-04,billing,0,
T0005878,S004763,2026-01-10,cancellation_intent,1,1.0
T0005879,S004763,2026-03-10,content,0,
T0005880,S004763,2026-05-28,other,1,1.5
T0005881,S004766,2026-02-01,cancellation_intent,1,2.9
T0005882,S004766,2026-02-15,content,1,0.5
T0005883,S004766,2026-04-05,content,0,
T0005884,S004768,2026-01-03,technical,1,8.4
T0005885,S004771,2026-01-10,other,0,
T0005886,S004771,2026-02-23,billing,1,4.5
T0005887,S004771,2026-03-08,cancellation_intent,1,1.3
T0005888,S004774,2026-04-07,technical,1,5.1
T0005889,S004774,2026-06-04,billing,0,
T0005890,S004775,2026-02-21,billing,1,
T0005891,S004775,2026-04-30,billing,0,
T0005892,S004777,2026-01-09,billing,1,1.4
T0005893,S004777,2026-02-28,other,1,6.7
T0005894,S004777,2026-03-21,content,1,0.5
T0005895,S004777,2026-06-04,content,0,
T0005896,S004779,2026-01-13,cancellation_intent,1,1.7
T0005897,S004780,2026-03-05,other,1,1.0
T0005898,S004782,2026-02-19,technical,0,
T0005899,S004783,2025-12-22,billing,1,
T0005900,S004783,2026-03-06,other,0,
T0005901,S004784,2026-02-28,technical,1,3.0
T0005902,S004784,2026-03-19,content,1,0.5
T0005903,S004784,2026-04-23,billing,1,0.5
T0005904,S004786,2026-03-10,technical,0,
T0005905,S004790,2026-01-22,other,1,0.5
T0005906,S004790,2026-04-01,billing,1,2.0
T0005907,S004790,2026-05-19,billing,1,0.5
T0005908,S004791,2026-02-07,cancellation_intent,1,0.5
T0005909,S004791,2026-03-06,cancellation_intent,0,
T0005910,S004791,2026-03-11,technical,1,0.5
T0005911,S004792,2026-01-03,content,1,
T0005912,S004792,2026-02-09,other,1,
T0005913,S004792,2026-03-24,other,1,1.9
T0005914,S004793,2026-01-22,technical,1,1.6
T0005915,S004793,2026-01-25,billing,1,0.5
T0005916,S004793,2026-05-03,billing,1,0.5
T0005917,S004794,2025-12-30,technical,1,2.8
T0005918,S004794,2026-03-12,cancellation_intent,1,1.7
T0005919,S004794,2026-03-18,other,1,6.2
T0005920,S004795,2026-01-03,technical,1,0.5
T0005921,S004795,2026-01-29,billing,1,1.3
T0005922,S004795,2026-02-22,cancellation_intent,1,3.0
T0005923,S004795,2026-03-22,cancellation_intent,1,6.4
T0005924,S004795,2026-06-18,billing,1,3.2
T0005925,S004796,2026-03-19,billing,1,3.8
T0005926,S004797,2026-04-03,billing,1,3.6
T0005927,S004798,2025-12-27,other,0,
T0005928,S004798,2026-05-02,other,0,
T0005929,S004799,2026-03-18,billing,0,
T0005930,S004799,2026-04-14,other,1,2.2
T0005931,S004799,2026-04-17,cancellation_intent,1,5.6
T0005932,S004800,2026-01-18,billing,1,0.5
T0005933,S004801,2026-01-12,billing,0,
T0005934,S004802,2026-03-20,other,0,
T0005935,S004804,2026-04-08,other,1,2.0
T0005936,S004804,2026-06-02,billing,1,1.0
T0005937,S004807,2026-01-22,other,0,
T0005938,S004807,2026-03-06,billing,1,0.8
T0005939,S004808,2026-04-29,billing,0,
T0005940,S004812,2026-03-24,cancellation_intent,1,1.8
T0005941,S004812,2026-05-11,billing,1,0.6
T0005942,S004813,2026-03-24,cancellation_intent,0,
T0005943,S004813,2026-04-28,billing,1,1.9
T0005944,S004814,2025-12-29,cancellation_intent,0,
T0005945,S004815,2026-04-25,cancellation_intent,1,2.5
T0005946,S004816,2026-02-01,other,1,1.0
T0005947,S004817,2026-01-24,other,1,
T0005948,S004817,2026-04-08,technical,1,0.9
T0005949,S004818,2026-01-01,technical,0,
T0005950,S004818,2026-01-26,billing,0,
T0005951,S004818,2026-02-27,cancellation_intent,1,2.7
T0005952,S004818,2026-02-28,cancellation_intent,1,2.3
T0005953,S004818,2026-05-30,billing,0,
T0005954,S004819,2026-03-19,technical,0,
T0005955,S004821,2026-01-14,content,1,6.2
T0005956,S004821,2026-02-27,technical,1,1.1
T0005957,S004821,2026-04-09,other,1,0.5
T0005958,S004821,2026-04-28,cancellation_intent,1,1.4
T0005959,S004822,2026-02-01,billing,0,
T0005960,S004826,2026-01-26,content,1,
T0005961,S004826,2026-06-18,billing,1,5.5
T0005962,S004827,2026-02-03,content,0,
T0005963,S004828,2026-02-16,billing,0,
T0005964,S004828,2026-04-15,other,1,4.8
T0005965,S004829,2026-02-21,cancellation_intent,1,0.6
T0005966,S004830,2026-02-14,content,1,6.6
T0005967,S004830,2026-05-03,content,0,
T0005968,S004831,2026-02-23,technical,1,0.5
T0005969,S004831,2026-05-09,technical,1,
T0005970,S004832,2026-01-31,content,0,
T0005971,S004833,2026-01-13,content,1,1.6
T0005972,S004833,2026-02-25,technical,1,0.7
T0005973,S004833,2026-03-08,other,0,
T0005974,S004834,2026-01-23,other,1,2.0
T0005975,S004834,2026-02-04,cancellation_intent,1,
T0005976,S004835,2025-12-26,billing,1,1.1
T0005977,S004835,2026-04-09,technical,1,0.5
T0005978,S004836,2026-02-11,other,0,
T0005979,S004836,2026-02-14,other,1,1.7
T0005980,S004836,2026-06-01,other,1,8.5
T0005981,S004837,2026-04-02,billing,0,
T0005982,S004838,2026-03-18,billing,1,1.8
T0005983,S004839,2026-01-15,other,1,0.5
T0005984,S004839,2026-04-17,billing,0,
T0005985,S004841,2026-02-12,other,1,0.5
T0005986,S004841,2026-03-19,other,1,0.6
T0005987,S004842,2026-01-08,other,1,0.6
T0005988,S004843,2026-01-15,billing,0,
T0005989,S004843,2026-04-10,billing,0,
T0005990,S004846,2026-05-02,other,1,1.3
T0005991,S004848,2026-02-05,content,1,0.5
T0005992,S004849,2026-01-10,content,1,1.3
T0005993,S004849,2026-01-10,cancellation_intent,1,0.9
T0005994,S004850,2026-01-04,other,1,1.0
T0005995,S004850,2026-01-04,other,1,0.5
T0005996,S004850,2026-04-13,billing,0,
T0005997,S004852,2025-12-27,cancellation_intent,1,1.4
T0005998,S004852,2026-02-13,cancellation_intent,1,
T0005999,S004852,2026-04-02,billing,0,
T0006000,S004852,2026-04-08,technical,0,
T0006001,S004852,2026-04-28,billing,1,0.5
T0006002,S004852,2026-05-20,content,1,0.5
T0006003,S004854,2026-02-20,technical,1,1.8
T0006004,S004855,2026-03-20,other,0,
T0006005,S004856,2026-01-27,cancellation_intent,1,5.1
T0006006,S004856,2026-04-20,other,1,1.0
T0006007,S004856,2026-04-27,cancellation_intent,1,0.8
T0006008,S004856,2026-05-21,cancellation_intent,1,11.5
T0006009,S004857,2026-06-19,other,1,0.5
T0006010,S004859,2026-03-10,content,1,0.5
T0006011,S004860,2026-05-25,content,0,
T0006012,S004861,2026-01-18,cancellation_intent,1,4.1
T0006013,S004861,2026-05-28,technical,1,2.6
T0006014,S004862,2026-01-13,content,1,0.5
T0006015,S004862,2026-01-22,technical,1,0.8
T0006016,S004862,2026-02-23,other,1,
T0006017,S004862,2026-04-14,technical,1,6.5
T0006018,S004863,2026-03-19,technical,1,1.2
T0006019,S004864,2026-05-23,other,1,0.5
T0006020,S004865,2026-02-24,content,0,
T0006021,S004865,2026-05-22,technical,1,0.8
T0006022,S004867,2026-05-21,other,1,0.7
T0006023,S004870,2026-03-23,billing,1,1.9
T0006024,S004870,2026-06-03,cancellation_intent,1,2.5
T0006025,S004871,2026-05-16,other,1,0.5
T0006026,S004871,2026-05-21,cancellation_intent,1,0.5
T0006027,S004872,2026-02-19,other,0,
T0006028,S004874,2025-12-31,content,0,
T0006029,S004874,2026-02-17,content,1,1.5
T0006030,S004875,2026-03-07,billing,1,2.0
T0006031,S004878,2026-01-09,cancellation_intent,1,2.2
T0006032,S004878,2026-02-24,billing,0,
T0006033,S004880,2026-03-12,billing,0,
T0006034,S004882,2026-02-24,other,1,3.3
T0006035,S004884,2026-01-03,cancellation_intent,1,1.9
T0006036,S004885,2026-02-07,other,1,0.5
T0006037,S004887,2026-03-29,other,0,
T0006038,S004888,2026-04-24,technical,1,8.3
T0006039,S004889,2026-02-14,other,1,0.5
T0006040,S004889,2026-06-17,cancellation_intent,1,2.3
T0006041,S004890,2026-02-08,billing,0,
T0006042,S004890,2026-03-27,content,1,0.9
T0006043,S004892,2026-01-07,billing,1,0.5
T0006044,S004892,2026-03-09,content,1,1.9
T0006045,S004893,2026-05-05,content,1,2.4
T0006046,S004896,2026-02-13,cancellation_intent,0,
T0006047,S004898,2025-12-29,billing,1,8.8
T0006048,S004900,2026-04-14,cancellation_intent,1,0.6
T0006049,S004900,2026-06-19,technical,1,2.3
T0006050,S004901,2026-01-10,cancellation_intent,1,1.4
T0006051,S004901,2026-03-01,billing,1,4.8
T0006052,S004901,2026-03-06,cancellation_intent,1,0.5
T0006053,S004901,2026-05-11,other,1,4.4
T0006054,S004902,2026-03-10,billing,1,0.5
T0006055,S004904,2026-03-20,billing,1,0.7
T0006056,S004905,2026-01-25,other,1,2.5
T0006057,S004905,2026-04-14,content,1,0.5
T0006058,S004905,2026-05-08,technical,1,3.7
T0006059,S004906,2026-06-04,other,1,5.5
T0006060,S004907,2026-02-18,other,1,0.6
T0006061,S004907,2026-03-31,technical,1,0.9
T0006062,S004909,2026-03-14,billing,1,1.1
T0006063,S004911,2025-12-30,billing,1,2.3
T0006064,S004911,2026-04-01,content,1,3.7
T0006065,S004914,2026-01-09,technical,1,0.6
T0006066,S004914,2026-05-21,technical,1,1.9
T0006067,S004915,2026-03-12,content,1,7.7
T0006068,S004915,2026-04-02,technical,1,2.0
T0006069,S004917,2026-01-22,billing,1,
T0006070,S004917,2026-03-04,billing,0,
T0006071,S004917,2026-03-24,billing,0,
T0006072,S004918,2026-01-30,billing,1,
T0006073,S004919,2026-02-09,billing,0,
T0006074,S004919,2026-04-03,billing,1,0.5
T0006075,S004926,2026-05-22,content,1,3.7
T0006076,S004927,2026-03-26,content,1,1.4
T0006077,S004928,2026-01-22,other,0,
T0006078,S004930,2025-12-31,cancellation_intent,1,3.4
T0006079,S004930,2026-01-08,billing,1,4.8
T0006080,S004930,2026-01-12,content,1,
T0006081,S004932,2026-03-05,cancellation_intent,1,4.4
T0006082,S004932,2026-04-02,cancellation_intent,1,0.5
T0006083,S004932,2026-04-30,billing,1,6.5
T0006084,S004933,2026-03-03,billing,0,
T0006085,S004933,2026-03-23,other,1,1.5
T0006086,S004935,2026-01-18,other,1,3.6
T0006087,S004935,2026-01-27,technical,0,
T0006088,S004935,2026-06-01,other,0,
T0006089,S004939,2025-12-30,billing,0,
T0006090,S004939,2026-04-05,other,0,
T0006091,S004939,2026-04-17,content,1,0.5
T0006092,S004939,2026-05-22,other,1,7.0
T0006093,S004941,2026-01-08,technical,1,3.7
T0006094,S004941,2026-03-23,cancellation_intent,1,1.8
T0006095,S004941,2026-04-08,other,1,2.3
T0006096,S004941,2026-05-20,content,1,5.9
T0006097,S004941,2026-05-29,billing,0,
T0006098,S004941,2026-06-05,other,1,6.0
T0006099,S004942,2026-06-03,content,1,2.3
T0006100,S004943,2026-03-29,billing,1,
T0006101,S004944,2026-03-08,cancellation_intent,0,
T0006102,S004944,2026-03-30,other,1,6.5
T0006103,S004945,2026-05-04,technical,0,
T0006104,S004945,2026-05-18,billing,1,2.5
T0006105,S004945,2026-05-27,billing,0,
T0006106,S004947,2026-01-30,other,1,
T0006107,S004947,2026-04-10,technical,1,1.3
T0006108,S004948,2026-01-30,technical,1,1.5
T0006109,S004948,2026-02-20,content,1,0.5
T0006110,S004954,2026-01-20,cancellation_intent,1,1.4
T0006111,S004955,2026-01-05,other,1,0.5
T0006112,S004955,2026-03-30,billing,1,1.6
T0006113,S004955,2026-04-23,content,0,
T0006114,S004957,2026-01-08,technical,0,
T0006115,S004958,2026-02-12,billing,0,
T0006116,S004958,2026-06-06,billing,1,1.3
T0006117,S004959,2026-03-23,technical,1,2.3
T0006118,S004960,2026-05-01,other,1,2.9
T0006119,S004961,2026-06-18,billing,1,9.5
T0006120,S004962,2026-04-07,billing,0,
T0006121,S004963,2026-02-15,content,1,3.4
T0006122,S004965,2026-01-11,technical,1,2.4
T0006123,S004966,2025-12-23,technical,0,
T0006124,S004966,2026-01-06,billing,1,7.3
T0006125,S004969,2026-03-09,cancellation_intent,1,4.3
T0006126,S004969,2026-04-21,cancellation_intent,1,1.7
T0006127,S004971,2026-06-17,other,1,10.7
T0006128,S004978,2026-02-05,technical,1,0.5
T0006129,S004978,2026-03-31,technical,1,2.1
T0006130,S004978,2026-04-13,billing,0,
T0006131,S004978,2026-05-02,billing,1,4.5
T0006132,S004979,2026-02-24,cancellation_intent,1,0.9
T0006133,S004979,2026-03-16,cancellation_intent,1,0.9
T0006134,S004979,2026-05-21,billing,0,
T0006135,S004979,2026-06-10,cancellation_intent,1,0.5
T0006136,S004980,2026-01-05,billing,1,1.0
T0006137,S004980,2026-02-21,cancellation_intent,1,0.6
T0006138,S004982,2026-02-27,other,1,4.4
T0006139,S004982,2026-04-25,billing,1,0.5
T0006140,S004985,2026-02-24,cancellation_intent,0,
T0006141,S004988,2026-05-05,other,1,0.6
T0006142,S004989,2025-12-26,other,1,2.2
T0006143,S004989,2026-04-05,other,0,
T0006144,S004989,2026-04-19,other,0,
T0006145,S004993,2026-02-25,content,1,4.9
T0006146,S004993,2026-04-26,cancellation_intent,1,2.7
T0006147,S004994,2026-02-10,other,1,4.0
T0006148,S004994,2026-03-16,billing,1,7.5
T0006149,S004996,2026-05-04,billing,1,4.9
T0006150,S004996,2026-05-05,other,1,5.1
T0006151,S004997,2026-02-25,technical,0,
T0006152,S005000,2025-12-26,technical,0,
T0006153,S005003,2025-12-28,billing,0,
T0006154,S005003,2026-01-13,cancellation_intent,1,2.0
T0006155,S005004,2026-05-09,technical,1,1.9
T0006156,S005004,2026-06-17,technical,1,1.5
T0006157,S005005,2026-01-31,cancellation_intent,1,1.0
T0006158,S005005,2026-06-01,cancellation_intent,1,1.4
T0006159,S005007,2026-03-03,cancellation_intent,0,
T0006160,S005007,2026-05-10,cancellation_intent,1,0.5
T0006161,S005008,2026-01-06,other,1,17.2
T0006162,S005008,2026-02-14,technical,1,2.7
T0006163,S005008,2026-05-01,billing,0,
T0006164,S005009,2026-05-06,content,1,2.2
T0006165,S005010,2026-06-15,technical,0,
T0006166,S005011,2026-02-12,technical,1,4.6
T0006167,S005012,2026-02-09,technical,1,4.5
T0006168,S005015,2026-04-07,cancellation_intent,1,6.1
T0006169,S005017,2026-04-06,other,1,0.5
T0006170,S005017,2026-04-22,technical,0,
T0006171,S005018,2026-01-22,technical,1,5.9
T0006172,S005018,2026-01-29,billing,1,1.1
T0006173,S005018,2026-04-04,content,1,5.6
T0006174,S005018,2026-04-24,billing,1,2.9
T0006175,S005019,2025-12-30,technical,1,0.5
T0006176,S005021,2026-04-06,cancellation_intent,1,0.5
T0006177,S005024,2026-03-26,technical,1,0.5
T0006178,S005025,2026-02-25,billing,1,6.1
T0006179,S005026,2026-01-24,cancellation_intent,1,0.5
T0006180,S005026,2026-06-12,technical,0,
T0006181,S005027,2026-02-10,billing,0,
T0006182,S005027,2026-03-12,content,1,7.7
T0006183,S005028,2026-03-25,billing,1,8.6
T0006184,S005029,2026-04-05,billing,0,
T0006185,S005032,2026-01-26,content,0,
T0006186,S005034,2026-02-01,cancellation_intent,1,0.5
T0006187,S005036,2026-02-24,other,1,0.9
T0006188,S005036,2026-03-28,technical,1,3.2
T0006189,S005037,2026-03-13,cancellation_intent,1,
