billing_id,subscriber_id,billing_date,amount_due,payment_status,retry_count
B00029982,S003325,2026-02-03,11.99,paid,0
B00029983,S003325,2026-03-06,11.99,paid,0
B00029984,S003325,2026-04-05,11.99,paid,0
B00029985,S003325,2026-05-06,11.99,paid,0
B00029986,S003325,2026-06-05,11.99,paid,0
B00029987,S003326,2025-07-05,17.99,paid,0
B00029988,S003326,2025-08-04,17.99,paid,0
B00029989,S003326,2025-09-04,17.99,paid,0
B00029990,S003326,2025-10-04,17.99,failed,2
B00029991,S003326,2025-11-04,17.99,paid,0
B00029992,S003326,2025-12-04,17.99,paid,0
B00029993,S003326,2026-01-04,17.99,paid,0
B00029994,S003326,2026-02-03,17.99,paid,0
B00029995,S003326,2026-03-06,17.99,disputed,2
B00029996,S003326,2026-04-05,17.99,failed,1
B00029997,S003326,2026-05-06,17.99,paid,0
B00029998,S003326,2026-06-05,17.99,failed,2
B00029999,S003327,2026-03-06,11.99,paid,0
B00030000,S003327,2026-04-05,11.99,paid,0
B00030001,S003327,2026-05-06,11.99,paid,0
B00030002,S003327,2026-06-05,11.99,paid,0
B00030003,S003328,2026-04-05,17.99,paid,0
B00030004,S003328,2026-05-06,17.99,paid,0
B00030005,S003328,2026-06-05,17.99,paid,0
B00030006,S003329,2025-07-05,11.99,paid,0
B00030007,S003329,2025-08-04,11.99,paid,0
B00030008,S003329,2025-09-04,11.99,paid,0
B00030009,S003329,2025-10-04,11.99,paid,0
B00030010,S003329,2025-11-04,11.99,paid,0
B00030011,S003329,2025-12-04,11.99,paid,0
B00030012,S003329,2026-01-04,11.99,paid,0
B00030013,S003329,2026-02-03,11.99,paid,0
B00030014,S003329,2026-03-06,11.99,paid,0
B00030015,S003329,2026-04-05,11.99,paid,0
B00030016,S003329,2026-05-06,11.99,paid,0
B00030017,S003329,2026-06-05,11.99,paid,0
B00030018,S003330,2026-04-05,6.99,paid,0
B00030019,S003330,2026-05-06,6.99,paid,0
B00030020,S003330,2026-06-05,6.99,failed,1
B00030021,S003331,2026-04-05,17.99,failed,2
B00030022,S003331,2026-05-06,17.99,paid,0
B00030023,S003331,2026-06-05,17.99,failed,1
B00030024,S003332,2026-02-03,6.99,paid,0
B00030025,S003332,2026-03-06,6.99,paid,0
B00030026,S003332,2026-04-05,6.99,paid,0
B00030027,S003332,2026-05-06,6.99,failed,3
B00030028,S003332,2026-06-05,6.99,paid,0
B00030029,S003333,2025-07-05,6.99,paid,0
B00030030,S003333,2025-08-04,6.99,paid,0
B00030031,S003333,2025-09-04,6.99,paid,0
B00030032,S003333,2025-10-04,6.99,paid,0
B00030033,S003333,2025-11-04,6.99,paid,0
B00030034,S003333,2025-12-04,6.99,paid,0
B00030035,S003333,2026-01-04,6.99,paid,0
B00030036,S003333,2026-02-03,6.99,paid,0
B00030037,S003333,2026-03-06,6.99,paid,0
B00030038,S003333,2026-04-05,6.99,paid,0
B00030039,S003333,2026-05-06,6.99,failed,3
B00030040,S003333,2026-06-05,6.99,paid,0
B00030041,S003334,2025-07-05,6.99,paid,0
B00030042,S003334,2025-08-04,6.99,paid,0
B00030043,S003334,2025-09-04,6.99,paid,0
B00030044,S003334,2025-10-04,6.99,failed,3
B00030045,S003334,2025-11-04,6.99,paid,0
B00030046,S003334,2025-12-04,6.99,paid,0
B00030047,S003334,2026-01-04,6.99,paid,0
B00030048,S003334,2026-02-03,6.99,paid,0
B00030049,S003334,2026-03-06,6.99,paid,0
B00030050,S003334,2026-04-05,6.99,paid,0
B00030051,S003334,2026-05-06,6.99,paid,0
B00030052,S003334,2026-06-05,6.99,paid,0
B00030053,S003335,2026-01-04,11.99,failed,3
B00030054,S003335,2026-02-03,11.99,failed,2
B00030055,S003335,2026-03-06,11.99,paid,0
B00030056,S003335,2026-04-05,11.99,paid,0
B00030057,S003335,2026-05-06,11.99,paid,0
B00030058,S003335,2026-06-05,11.99,paid,0
B00030059,S003336,2026-01-04,11.99,paid,0
B00030060,S003336,2026-02-03,11.99,paid,0
B00030061,S003336,2026-03-06,11.99,failed,2
B00030062,S003336,2026-04-05,11.99,failed,2
B00030063,S003336,2026-05-06,11.99,paid,0
B00030064,S003336,2026-06-05,11.99,paid,0
B00030065,S003337,2025-09-04,11.99,failed,1
B00030066,S003337,2025-10-04,11.99,paid,0
B00030067,S003337,2025-11-04,11.99,paid,0
B00030068,S003337,2025-12-04,11.99,paid,0
B00030069,S003337,2026-01-04,11.99,paid,0
B00030070,S003337,2026-02-03,11.99,paid,0
B00030071,S003337,2026-03-06,11.99,paid,0
B00030072,S003337,2026-04-05,11.99,paid,0
B00030073,S003337,2026-05-06,11.99,paid,0
B00030074,S003337,2026-06-05,11.99,failed,3
B00030075,S003338,2025-07-05,17.99,paid,0
B00030076,S003338,2025-08-04,17.99,failed,3
B00030077,S003338,2025-09-04,17.99,paid,0
B00030078,S003338,2025-10-04,17.99,paid,0
B00030079,S003338,2025-11-04,17.99,paid,0
B00030080,S003338,2025-12-04,17.99,paid,0
B00030081,S003338,2026-01-04,17.99,paid,0
B00030082,S003338,2026-02-03,17.99,paid,0
B00030083,S003338,2026-03-06,17.99,paid,0
B00030084,S003338,2026-04-05,17.99,paid,0
B00030085,S003338,2026-05-06,17.99,paid,0
B00030086,S003338,2026-06-05,17.99,paid,0
B00030087,S003339,2025-07-05,6.99,failed,3
B00030088,S003339,2025-08-04,6.99,paid,0
B00030089,S003339,2025-09-04,6.99,paid,0
B00030090,S003339,2025-10-04,6.99,paid,0
B00030091,S003339,2025-11-04,6.99,paid,0
B00030092,S003339,2025-12-04,6.99,paid,0
B00030093,S003339,2026-01-04,6.99,paid,0
B00030094,S003339,2026-02-03,6.99,failed,1
B00030095,S003339,2026-03-06,6.99,paid,0
B00030096,S003339,2026-04-05,6.99,failed,2
B00030097,S003339,2026-05-06,6.99,paid,0
B00030098,S003339,2026-06-05,6.99,paid,0
B00030099,S003340,2025-07-05,11.99,paid,0
B00030100,S003340,2025-08-04,11.99,paid,0
B00030101,S003340,2025-09-04,11.99,paid,0
B00030102,S003340,2025-10-04,11.99,paid,0
B00030103,S003340,2025-11-04,11.99,paid,0
B00030104,S003340,2025-12-04,11.99,paid,0
B00030105,S003340,2026-01-04,11.99,paid,0
B00030106,S003340,2026-02-03,11.99,paid,0
B00030107,S003340,2026-03-06,11.99,paid,0
B00030108,S003340,2026-04-05,11.99,paid,0
B00030109,S003340,2026-05-06,11.99,paid,0
B00030110,S003340,2026-06-05,11.99,paid,0
B00030111,S003341,2025-07-05,6.99,paid,0
B00030112,S003341,2025-08-04,6.99,failed,2
B00030113,S003341,2025-09-04,6.99,paid,0
B00030114,S003341,2025-10-04,6.99,paid,0
B00030115,S003341,2025-11-04,6.99,failed,3
B00030116,S003341,2025-12-04,6.99,paid,0
B00030117,S003341,2026-01-04,6.99,paid,0
B00030118,S003341,2026-02-03,6.99,paid,0
B00030119,S003341,2026-03-06,6.99,paid,0
B00030120,S003341,2026-04-05,6.99,paid,0
B00030121,S003341,2026-05-06,6.99,paid,0
B00030122,S003341,2026-06-05,6.99,paid,0
B00030123,S003342,2025-07-05,17.99,paid,0
B00030124,S003342,2025-08-04,17.99,paid,0
B00030125,S003342,2025-09-04,17.99,paid,0
B00030126,S003342,2025-10-04,17.99,paid,0
B00030127,S003342,2025-11-04,17.99,paid,0
B00030128,S003342,2025-12-04,17.99,failed,3
B00030129,S003342,2026-01-04,17.99,paid,0
B00030130,S003342,2026-02-03,17.99,paid,0
B00030131,S003342,2026-03-06,17.99,failed,1
B00030132,S003342,2026-04-05,17.99,paid,0
B00030133,S003342,2026-05-06,17.99,failed,3
B00030134,S003342,2026-06-05,17.99,paid,0
B00030135,S003343,2026-05-06,6.99,failed,3
B00030136,S003343,2026-06-05,6.99,paid,0
B00030137,S003344,2025-07-05,6.99,paid,0
B00030138,S003344,2025-08-04,6.99,disputed,2
B00030139,S003344,2025-09-04,6.99,paid,0
B00030140,S003344,2025-10-04,6.99,paid,0
B00030141,S003344,2025-11-04,6.99,paid,0
B00030142,S003344,2025-12-04,6.99,paid,0
B00030143,S003344,2026-01-04,6.99,paid,0
B00030144,S003344,2026-02-03,6.99,paid,0
B00030145,S003344,2026-03-06,6.99,paid,0
B00030146,S003344,2026-04-05,6.99,paid,0
B00030147,S003344,2026-05-06,6.99,paid,0
B00030148,S003344,2026-06-05,6.99,paid,0
B00030149,S003345,2026-04-05,11.99,paid,0
B00030150,S003345,2026-05-06,11.99,paid,0
B00030151,S003345,2026-06-05,11.99,paid,0
B00030152,S003346,2025-07-05,11.99,paid,0
B00030153,S003346,2025-08-04,11.99,paid,0
B00030154,S003346,2025-09-04,11.99,failed,1
B00030155,S003346,2025-10-04,11.99,paid,0
B00030156,S003346,2025-11-04,11.99,paid,0
B00030157,S003346,2025-12-04,11.99,paid,0
B00030158,S003346,2026-01-04,11.99,failed,3
B00030159,S003346,2026-02-03,11.99,paid,0
B00030160,S003346,2026-03-06,11.99,paid,0
B00030161,S003346,2026-04-05,11.99,paid,0
B00030162,S003346,2026-05-06,11.99,paid,0
B00030163,S003346,2026-06-05,11.99,paid,0
B00030164,S003347,2025-07-05,17.99,paid,0
B00030165,S003347,2025-08-04,17.99,failed,2
B00030166,S003347,2025-09-04,17.99,paid,0
B00030167,S003347,2025-10-04,17.99,paid,0
B00030168,S003347,2025-11-04,17.99,paid,0
B00030169,S003347,2025-12-04,17.99,paid,0
B00030170,S003347,2026-01-04,17.99,paid,0
B00030171,S003347,2026-02-03,17.99,paid,0
B00030172,S003347,2026-03-06,17.99,paid,0
B00030173,S003347,2026-04-05,17.99,paid,0
B00030174,S003347,2026-05-06,17.99,failed,1
B00030175,S003347,2026-06-05,17.99,failed,2
B00030176,S003348,2025-07-05,11.99,failed,1
B00030177,S003348,2025-08-04,11.99,paid,0
B00030178,S003348,2025-09-04,11.99,paid,0
B00030179,S003348,2025-10-04,11.99,paid,0
B00030180,S003348,2025-11-04,11.99,paid,0
B00030181,S003348,2025-12-04,11.99,paid,0
B00030182,S003348,2026-01-04,11.99,paid,0
B00030183,S003348,2026-02-03,11.99,failed,2
B00030184,S003348,2026-03-06,11.99,paid,0
B00030185,S003348,2026-04-05,11.99,paid,0
B00030186,S003348,2026-05-06,11.99,paid,0
B00030187,S003348,2026-06-05,11.99,paid,0
B00030188,S003349,2025-07-05,17.99,paid,0
B00030189,S003349,2025-08-04,17.99,paid,0
B00030190,S003349,2025-09-04,17.99,paid,0
B00030191,S003349,2025-10-04,17.99,paid,0
B00030192,S003349,2025-11-04,17.99,failed,2
B00030193,S003349,2025-12-04,17.99,paid,0
B00030194,S003349,2026-01-04,17.99,paid,0
B00030195,S003349,2026-02-03,17.99,paid,0
B00030196,S003349,2026-03-06,17.99,paid,0
B00030197,S003349,2026-04-05,17.99,paid,0
B00030198,S003349,2026-05-06,17.99,paid,0
B00030199,S003349,2026-06-05,17.99,paid,0
B00030200,S003350,2025-07-05,11.99,paid,0
B00030201,S003350,2025-08-04,11.99,paid,0
B00030202,S003350,2025-09-04,11.99,paid,0
B00030203,S003350,2025-10-04,11.99,paid,0
B00030204,S003350,2025-11-04,11.99,paid,0
B00030205,S003350,2025-12-04,11.99,paid,0
B00030206,S003350,2026-01-04,11.99,paid,0
B00030207,S003350,2026-02-03,11.99,paid,0
B00030208,S003350,2026-03-06,11.99,paid,0
B00030209,S003350,2026-04-05,11.99,paid,0
B00030210,S003350,2026-05-06,11.99,paid,0
B00030211,S003350,2026-06-05,11.99,paid,0
B00030212,S003351,2025-07-05,6.99,paid,0
B00030213,S003351,2025-08-04,6.99,paid,0
B00030214,S003351,2025-09-04,6.99,paid,0
B00030215,S003351,2025-10-04,6.99,disputed,1
B00030216,S003351,2025-11-04,6.99,paid,0
B00030217,S003351,2025-12-04,6.99,paid,0
B00030218,S003351,2026-01-04,6.99,paid,0
B00030219,S003351,2026-02-03,6.99,paid,0
B00030220,S003351,2026-03-06,6.99,paid,0
B00030221,S003351,2026-04-05,6.99,paid,0
B00030222,S003351,2026-05-06,6.99,paid,0
B00030223,S003351,2026-06-05,6.99,paid,0
B00030224,S003352,2025-07-05,6.99,paid,0
B00030225,S003352,2025-08-04,6.99,paid,0
B00030226,S003352,2025-09-04,6.99,paid,0
B00030227,S003352,2025-10-04,6.99,paid,0
B00030228,S003352,2025-11-04,6.99,paid,0
B00030229,S003352,2025-12-04,6.99,paid,0
B00030230,S003352,2026-01-04,6.99,paid,0
B00030231,S003352,2026-02-03,6.99,paid,0
B00030232,S003352,2026-03-06,6.99,paid,0
B00030233,S003352,2026-04-05,6.99,paid,0
B00030234,S003352,2026-05-06,6.99,paid,0
B00030235,S003352,2026-06-05,6.99,paid,0
B00030236,S003353,2025-12-04,6.99,paid,0
B00030237,S003353,2026-01-04,6.99,paid,0
B00030238,S003353,2026-02-03,6.99,paid,0
B00030239,S003353,2026-03-06,6.99,paid,0
B00030240,S003353,2026-04-05,6.99,failed,1
B00030241,S003353,2026-05-06,6.99,paid,0
B00030242,S003353,2026-06-05,6.99,paid,0
B00030243,S003354,2025-09-04,6.99,failed,3
B00030244,S003354,2025-10-04,6.99,paid,0
B00030245,S003354,2025-11-04,6.99,paid,0
B00030246,S003354,2025-12-04,6.99,paid,0
B00030247,S003354,2026-01-04,6.99,paid,0
B00030248,S003354,2026-02-03,6.99,paid,0
B00030249,S003354,2026-03-06,6.99,paid,0
B00030250,S003354,2026-04-05,6.99,paid,0
B00030251,S003354,2026-05-06,6.99,paid,0
B00030252,S003354,2026-06-05,6.99,paid,0
B00030253,S003355,2026-06-05,11.99,paid,0
B00030254,S003356,2025-11-04,11.99,paid,0
B00030255,S003356,2025-12-04,11.99,paid,0
B00030256,S003356,2026-01-04,11.99,paid,0
B00030257,S003356,2026-02-03,11.99,paid,0
B00030258,S003356,2026-03-06,11.99,paid,0
B00030259,S003356,2026-04-05,11.99,paid,0
B00030260,S003356,2026-05-06,11.99,paid,0
B00030261,S003356,2026-06-05,11.99,paid,0
B00030262,S003357,2026-03-06,11.99,paid,0
B00030263,S003357,2026-04-05,11.99,failed,2
B00030264,S003357,2026-05-06,11.99,paid,0
B00030265,S003357,2026-06-05,11.99,paid,0
B00030266,S003358,2025-07-05,11.99,paid,0
B00030267,S003358,2025-08-04,11.99,paid,0
B00030268,S003358,2025-09-04,11.99,paid,0
B00030269,S003358,2025-10-04,11.99,paid,0
B00030270,S003358,2025-11-04,11.99,paid,0
B00030271,S003358,2025-12-04,11.99,failed,1
B00030272,S003358,2026-01-04,11.99,paid,0
B00030273,S003358,2026-02-03,11.99,disputed,2
B00030274,S003358,2026-03-06,11.99,paid,0
B00030275,S003358,2026-04-05,11.99,paid,0
B00030276,S003358,2026-05-06,11.99,paid,0
B00030277,S003358,2026-06-05,11.99,paid,0
B00030278,S003359,2026-06-05,11.99,paid,0
B00030279,S003360,2025-07-05,11.99,paid,0
B00030280,S003360,2025-08-04,11.99,paid,0
B00030281,S003360,2025-09-04,11.99,failed,1
B00030282,S003360,2025-10-04,11.99,paid,0
B00030283,S003360,2025-11-04,11.99,failed,2
B00030284,S003360,2025-12-04,11.99,paid,0
B00030285,S003360,2026-01-04,11.99,paid,0
B00030286,S003360,2026-02-03,11.99,paid,0
B00030287,S003360,2026-03-06,11.99,paid,0
B00030288,S003360,2026-04-05,11.99,paid,0
B00030289,S003360,2026-05-06,11.99,paid,0
B00030290,S003360,2026-06-05,11.99,paid,0
B00030291,S003361,2025-07-05,6.99,paid,0
B00030292,S003361,2025-08-04,6.99,paid,0
B00030293,S003361,2025-09-04,6.99,paid,0
B00030294,S003361,2025-10-04,6.99,paid,0
B00030295,S003361,2025-11-04,6.99,paid,0
B00030296,S003361,2025-12-04,6.99,paid,0
B00030297,S003361,2026-01-04,6.99,paid,0
B00030298,S003361,2026-02-03,6.99,paid,0
B00030299,S003361,2026-03-06,6.99,paid,0
B00030300,S003361,2026-04-05,6.99,paid,0
B00030301,S003361,2026-05-06,6.99,paid,0
B00030302,S003361,2026-06-05,6.99,paid,0
B00030303,S003362,2025-07-05,6.99,paid,0
B00030304,S003362,2025-08-04,6.99,paid,0
B00030305,S003362,2025-09-04,6.99,paid,0
B00030306,S003362,2025-10-04,6.99,paid,0
B00030307,S003362,2025-11-04,6.99,paid,0
B00030308,S003362,2025-12-04,6.99,paid,0
B00030309,S003362,2026-01-04,6.99,paid,0
B00030310,S003362,2026-02-03,6.99,paid,0
B00030311,S003362,2026-03-06,6.99,paid,0
B00030312,S003362,2026-04-05,6.99,paid,0
B00030313,S003362,2026-05-06,6.99,failed,1
B00030314,S003362,2026-06-05,6.99,paid,0
B00030315,S003363,2025-07-05,11.99,paid,0
B00030316,S003363,2025-08-04,11.99,paid,0
B00030317,S003363,2025-09-04,11.99,paid,0
B00030318,S003363,2025-10-04,11.99,paid,0
B00030319,S003363,2025-11-04,11.99,paid,0
B00030320,S003363,2025-12-04,11.99,paid,0
B00030321,S003363,2026-01-04,11.99,paid,0
B00030322,S003363,2026-02-03,11.99,paid,0
B00030323,S003363,2026-03-06,11.99,paid,0
B00030324,S003363,2026-04-05,11.99,paid,0
B00030325,S003363,2026-05-06,11.99,paid,0
B00030326,S003363,2026-06-05,11.99,paid,0
B00030327,S003364,2025-07-05,11.99,paid,0
B00030328,S003364,2025-08-04,11.99,paid,0
B00030329,S003364,2025-09-04,11.99,paid,0
B00030330,S003364,2025-10-04,11.99,paid,0
B00030331,S003364,2025-11-04,11.99,paid,0
B00030332,S003364,2025-12-04,11.99,paid,0
B00030333,S003364,2026-01-04,11.99,paid,0
B00030334,S003364,2026-02-03,11.99,paid,0
B00030335,S003364,2026-03-06,11.99,paid,0
B00030336,S003364,2026-04-05,11.99,failed,3
B00030337,S003364,2026-05-06,11.99,paid,0
B00030338,S003364,2026-06-05,11.99,paid,0
B00030339,S003365,2025-07-05,6.99,paid,0
B00030340,S003365,2025-08-04,6.99,failed,2
B00030341,S003365,2025-09-04,6.99,paid,0
B00030342,S003365,2025-10-04,6.99,paid,0
B00030343,S003365,2025-11-04,6.99,paid,0
B00030344,S003365,2025-12-04,6.99,paid,0
B00030345,S003365,2026-01-04,6.99,paid,0
B00030346,S003365,2026-02-03,6.99,paid,0
B00030347,S003365,2026-03-06,6.99,failed,2
B00030348,S003365,2026-04-05,6.99,paid,0
B00030349,S003365,2026-05-06,6.99,paid,0
B00030350,S003365,2026-06-05,6.99,paid,0
B00030351,S003366,2026-01-04,6.99,paid,0
B00030352,S003366,2026-02-03,6.99,paid,0
B00030353,S003366,2026-03-06,6.99,failed,3
B00030354,S003366,2026-04-05,6.99,failed,2
B00030355,S003366,2026-05-06,6.99,paid,0
B00030356,S003366,2026-06-05,6.99,paid,0
B00030357,S003367,2025-07-05,11.99,paid,0
B00030358,S003367,2025-08-04,11.99,paid,0
B00030359,S003367,2025-09-04,11.99,failed,2
B00030360,S003367,2025-10-04,11.99,paid,0
B00030361,S003367,2025-11-04,11.99,paid,0
B00030362,S003367,2025-12-04,11.99,failed,3
B00030363,S003367,2026-01-04,11.99,paid,0
B00030364,S003367,2026-02-03,11.99,paid,0
B00030365,S003367,2026-03-06,11.99,paid,0
B00030366,S003367,2026-04-05,11.99,paid,0
B00030367,S003367,2026-05-06,11.99,paid,0
B00030368,S003367,2026-06-05,11.99,paid,0
B00030369,S003368,2025-07-05,11.99,paid,0
B00030370,S003368,2025-08-04,11.99,paid,0
B00030371,S003368,2025-09-04,11.99,paid,0
B00030372,S003368,2025-10-04,11.99,paid,0
B00030373,S003368,2025-11-04,11.99,paid,0
B00030374,S003368,2025-12-04,11.99,paid,0
B00030375,S003368,2026-01-04,11.99,paid,0
B00030376,S003368,2026-02-03,11.99,paid,0
B00030377,S003368,2026-03-06,11.99,paid,0
B00030378,S003368,2026-04-05,11.99,paid,0
B00030379,S003368,2026-05-06,11.99,paid,0
B00030380,S003368,2026-06-05,11.99,paid,0
B00030381,S003369,2025-07-05,6.99,paid,0
B00030382,S003369,2025-08-04,6.99,paid,0
B00030383,S003369,2025-09-04,6.99,paid,0
B00030384,S003369,2025-10-04,6.99,failed,3
B00030385,S003369,2025-11-04,6.99,paid,0
B00030386,S003369,2025-12-04,6.99,paid,0
B00030387,S003369,2026-01-04,6.99,paid,0
B00030388,S003369,2026-02-03,6.99,paid,0
B00030389,S003369,2026-03-06,6.99,paid,0
B00030390,S003369,2026-04-05,6.99,paid,0
B00030391,S003369,2026-05-06,6.99,paid,0
B00030392,S003369,2026-06-05,6.99,paid,0
B00030393,S003370,2025-10-04,11.99,paid,0
B00030394,S003370,2025-11-04,11.99,paid,0
B00030395,S003370,2025-12-04,11.99,paid,0
B00030396,S003370,2026-01-04,11.99,paid,0
B00030397,S003370,2026-02-03,11.99,paid,0
B00030398,S003370,2026-03-06,11.99,paid,0
B00030399,S003370,2026-04-05,11.99,paid,0
B00030400,S003370,2026-05-06,11.99,paid,0
B00030401,S003370,2026-06-05,11.99,paid,0
B00030402,S003371,2025-07-05,17.99,paid,0
B00030403,S003371,2025-08-04,17.99,paid,0
B00030404,S003371,2025-09-04,17.99,paid,0
B00030405,S003371,2025-10-04,17.99,paid,0
B00030406,S003371,2025-11-04,17.99,paid,0
B00030407,S003371,2025-12-04,17.99,paid,0
B00030408,S003371,2026-01-04,17.99,paid,0
B00030409,S003371,2026-02-03,17.99,paid,0
B00030410,S003371,2026-03-06,17.99,paid,0
B00030411,S003371,2026-04-05,17.99,paid,0
B00030412,S003371,2026-05-06,17.99,paid,0
B00030413,S003371,2026-06-05,17.99,paid,0
B00030414,S003372,2026-04-05,6.99,disputed,1
B00030415,S003372,2026-05-06,6.99,failed,3
B00030416,S003372,2026-06-05,6.99,paid,0
B00030417,S003373,2026-02-03,17.99,paid,0
B00030418,S003373,2026-03-06,17.99,paid,0
B00030419,S003373,2026-04-05,17.99,paid,0
B00030420,S003373,2026-05-06,17.99,paid,0
B00030421,S003373,2026-06-05,17.99,paid,0
B00030422,S003374,2026-05-06,6.99,paid,0
B00030423,S003374,2026-06-05,6.99,paid,0
B00030424,S003375,2026-06-05,11.99,paid,0
B00030425,S003376,2026-01-04,11.99,paid,0
B00030426,S003376,2026-02-03,11.99,failed,3
B00030427,S003376,2026-03-06,11.99,paid,0
B00030428,S003376,2026-04-05,11.99,paid,0
B00030429,S003376,2026-05-06,11.99,paid,0
B00030430,S003376,2026-06-05,11.99,paid,0
B00030431,S003377,2025-10-04,6.99,paid,0
B00030432,S003377,2025-11-04,6.99,paid,0
B00030433,S003377,2025-12-04,6.99,failed,2
B00030434,S003377,2026-01-04,6.99,failed,1
B00030435,S003377,2026-02-03,6.99,paid,0
B00030436,S003377,2026-03-06,6.99,paid,0
B00030437,S003377,2026-04-05,6.99,paid,0
B00030438,S003377,2026-05-06,6.99,paid,0
B00030439,S003377,2026-06-05,6.99,paid,0
B00030440,S003378,2025-07-05,17.99,paid,0
B00030441,S003378,2025-08-04,17.99,paid,0
B00030442,S003378,2025-09-04,17.99,paid,0
B00030443,S003378,2025-10-04,17.99,failed,1
B00030444,S003378,2025-11-04,17.99,paid,0
B00030445,S003378,2025-12-04,17.99,paid,0
B00030446,S003378,2026-01-04,17.99,paid,0
B00030447,S003378,2026-02-03,17.99,paid,0
B00030448,S003378,2026-03-06,17.99,paid,0
B00030449,S003378,2026-04-05,17.99,paid,0
B00030450,S003378,2026-05-06,17.99,failed,1
B00030451,S003378,2026-06-05,17.99,paid,0
B00030452,S003379,2025-07-05,11.99,failed,1
B00030453,S003379,2025-08-04,11.99,paid,0
B00030454,S003379,2025-09-04,11.99,paid,0
B00030455,S003379,2025-10-04,11.99,failed,3
B00030456,S003379,2025-11-04,11.99,paid,0
B00030457,S003379,2025-12-04,11.99,paid,0
B00030458,S003379,2026-01-04,11.99,paid,0
B00030459,S003379,2026-02-03,11.99,failed,3
B00030460,S003379,2026-03-06,11.99,paid,0
B00030461,S003379,2026-04-05,11.99,failed,3
B00030462,S003379,2026-05-06,11.99,paid,0
B00030463,S003379,2026-06-05,11.99,paid,0
B00030464,S003380,2025-07-05,17.99,paid,0
B00030465,S003380,2025-08-04,17.99,paid,0
B00030466,S003380,2025-09-04,17.99,paid,0
B00030467,S003380,2025-10-04,17.99,paid,0
B00030468,S003380,2025-11-04,17.99,paid,0
B00030469,S003380,2025-12-04,17.99,paid,0
B00030470,S003380,2026-01-04,17.99,paid,0
B00030471,S003380,2026-02-03,17.99,paid,0
B00030472,S003380,2026-03-06,17.99,paid,0
B00030473,S003380,2026-04-05,17.99,paid,0
B00030474,S003380,2026-05-06,17.99,paid,0
B00030475,S003380,2026-06-05,17.99,paid,0
B00030476,S003381,2026-02-03,6.99,paid,0
B00030477,S003381,2026-03-06,6.99,paid,0
B00030478,S003381,2026-04-05,6.99,paid,0
B00030479,S003381,2026-05-06,6.99,paid,0
B00030480,S003381,2026-06-05,6.99,paid,0
B00030481,S003382,2026-06-05,17.99,paid,0
B00030482,S003383,2025-07-05,17.99,paid,0
B00030483,S003383,2025-08-04,17.99,paid,0
B00030484,S003383,2025-09-04,17.99,paid,0
B00030485,S003383,2025-10-04,17.99,paid,0
B00030486,S003383,2025-11-04,17.99,paid,0
B00030487,S003383,2025-12-04,17.99,paid,0
B00030488,S003383,2026-01-04,17.99,paid,0
B00030489,S003383,2026-02-03,17.99,paid,0
B00030490,S003383,2026-03-06,17.99,paid,0
B00030491,S003383,2026-04-05,17.99,paid,0
B00030492,S003383,2026-05-06,17.99,paid,0
B00030493,S003383,2026-06-05,17.99,paid,0
B00030494,S003384,2025-07-05,11.99,paid,0
B00030495,S003384,2025-08-04,11.99,paid,0
B00030496,S003384,2025-09-04,11.99,paid,0
B00030497,S003384,2025-10-04,11.99,paid,0
B00030498,S003384,2025-11-04,11.99,paid,0
B00030499,S003384,2025-12-04,11.99,failed,2
B00030500,S003384,2026-01-04,11.99,paid,0
B00030501,S003384,2026-02-03,11.99,paid,0
B00030502,S003384,2026-03-06,11.99,failed,3
B00030503,S003384,2026-04-05,11.99,disputed,1
B00030504,S003384,2026-05-06,11.99,paid,0
B00030505,S003384,2026-06-05,11.99,paid,0
B00030506,S003385,2025-07-05,6.99,paid,0
B00030507,S003385,2025-08-04,6.99,failed,1
B00030508,S003385,2025-09-04,6.99,paid,0
B00030509,S003385,2025-10-04,6.99,paid,0
B00030510,S003385,2025-11-04,6.99,paid,0
B00030511,S003385,2025-12-04,6.99,paid,0
B00030512,S003385,2026-01-04,6.99,paid,0
B00030513,S003385,2026-02-03,6.99,paid,0
B00030514,S003385,2026-03-06,6.99,paid,0
B00030515,S003385,2026-04-05,6.99,paid,0
B00030516,S003385,2026-05-06,6.99,paid,0
B00030517,S003385,2026-06-05,6.99,paid,0
B00030518,S003386,2025-07-05,11.99,paid,0
B00030519,S003386,2025-08-04,11.99,paid,0
B00030520,S003386,2025-09-04,11.99,paid,0
B00030521,S003386,2025-10-04,11.99,paid,0
B00030522,S003386,2025-11-04,11.99,paid,0
B00030523,S003386,2025-12-04,11.99,paid,0
B00030524,S003386,2026-01-04,11.99,paid,0
B00030525,S003386,2026-02-03,11.99,paid,0
B00030526,S003386,2026-03-06,11.99,paid,0
B00030527,S003386,2026-04-05,11.99,paid,0
B00030528,S003386,2026-05-06,11.99,paid,0
B00030529,S003386,2026-06-05,11.99,paid,0
B00030530,S003387,2025-07-05,11.99,paid,0
B00030531,S003387,2025-08-04,11.99,paid,0
B00030532,S003387,2025-09-04,11.99,paid,0
B00030533,S003387,2025-10-04,11.99,paid,0
B00030534,S003387,2025-11-04,11.99,paid,0
B00030535,S003387,2025-12-04,11.99,paid,0
B00030536,S003387,2026-01-04,11.99,paid,0
B00030537,S003387,2026-02-03,11.99,paid,0
B00030538,S003387,2026-03-06,11.99,paid,0
B00030539,S003387,2026-04-05,11.99,paid,0
